HomeTeam,AwayTeam,FTHG,FTAG,HST,AST,HC,AC,B365>2.5,B365<2.5,Season,P>2.5,P<2.5,RATING_H_DEF,RATING_H_OFF,RATING_A_DEF,RATING_A_OFF
Aston Villa,Arsenal,1,0,8,3,3,7,1.66,2.2,2020-21,0.5998625593670253,0.40013744063297474,11.461811615901283,12.773923043559657,11.303444126043184,13.396489635370482
Burnley,Brighton,1,1,7,2,8,7,2.5,1.53,2020-21,0.37234453636812725,0.6276554636318727,10.540813316602359,3.3588331932561637,10.292592197606343,6.258695103810986
Newcastle,Southampton,3,2,4,5,0,7,2.0,1.8,2020-21,0.4780208352085035,0.5219791647914964,10.801769633757043,5.643773081463206,11.040471668300615,6.733403973904776
Fulham,West Ham,0,0,2,1,7,3,2.0,1.8,2020-21,0.4757492187540446,0.5242507812459554,9.881805344973165,4.8381404983420735,9.370713802378205,6.265467746422798
Man United,Everton,3,3,5,3,5,1,1.66,2.2,2020-21,0.5881764158376034,0.4118235841623966,4.628740585365851,15.07180831295506,4.792859623865574,13.587708324895015
Tottenham,West Brom,2,0,6,1,8,0,1.72,2.1,2020-21,0.5538485733039928,0.44615142669600716,8.812021700672757,7.193466378527416,8.547966026014532,7.7946348859899395
Wolves,Leicester,0,0,1,3,8,2,2.2,1.66,2020-21,0.4433482720263426,0.5566517279736574,5.7632107215790125,13.047932920611478,5.645032734719465,11.378992289161154
Liverpool,Man City,1,4,3,5,6,1,1.72,2.1,2020-21,0.5743359941062339,0.4256640058937661,2.9034218140424173,16.069448161949232,2.601817646457393,14.786155314696643
Sheffield United,Chelsea,1,2,3,3,1,8,1.9,1.9,2020-21,0.5106024784334156,0.48939752156658445,10.498657020802607,5.0553238074047115,10.966875033634667,6.773243207707739
Leeds,Crystal Palace,2,0,7,3,5,3,1.61,2.3,2020-21,0.606368354136864,0.39363164586313604,12.744736364561648,11.555307061517066,12.229511814388436,11.523056973107215
Leicester,Liverpool,3,1,6,4,2,12,1.72,2.1,2020-21,0.5617345672653452,0.4382654327346548,8.068762059799148,10.005897778507647,7.893373336421764,10.175459622589543
Crystal Palace,Burnley,0,3,3,4,7,4,2.5,1.53,2020-21,0.3731988344840789,0.6268011655159211,11.985799974136022,2.739515705680745,12.213521455360679,4.287542602161826
Man City,Tottenham,3,0,6,3,4,2,1.61,2.3,2020-21,0.6002609777576876,0.3997390222423124,0.7063531231238264,19.90603460320472,0.9332667720800435,15.931529201577453
Brighton,Aston Villa,0,0,9,1,9,2,1.72,2.1,2020-21,0.5743805055496541,0.42561949445034586,5.707647648799123,12.768628535442652,5.843544978661821,11.246030157221004
Southampton,Wolves,1,2,3,4,4,6,2.3,1.61,2020-21,0.41886444301197767,0.5811355569880223,7.898901659780329,8.344506209964718,7.305215682784665,9.153756913605834
West Brom,Man United,1,1,3,7,4,5,1.53,2.5,2020-21,0.6295342176159598,0.37046578238404015,15.811948171857225,0.0,14.875893755505576,2.2825673271060114
Arsenal,Leeds,4,2,5,5,4,5,1.57,2.37,2020-21,0.6297235059314579,0.37027649406854213,8.599091048823166,11.132788056421871,8.704861290193694,10.303470471963612
Everton,Fulham,0,2,2,3,5,4,2.0,1.8,2020-21,0.4757540955138848,0.5242459044861152,10.908932889535288,5.914150622254215,11.089059416419923,6.592606279867284
West Ham,Sheffield United,3,0,9,5,7,7,2.0,1.8,2020-21,0.47368276218599387,0.5263172378140062,8.286941484522677,10.55891044919831,7.983478934972446,9.628820230052213
Chelsea,Newcastle,2,0,5,4,10,5,1.57,2.37,2020-21,0.6127388133008352,0.38726118669916476,4.410380600016496,16.73318692308464,3.959431105431945,15.136724224421314
Burnley,Fulham,1,1,3,3,5,5,2.3,1.61,2020-21,0.40681799140061686,0.5931820085993831,11.284499993328641,3.610582426500249,10.945663894906318,6.04867994228737
Everton,Man City,1,3,2,7,0,10,1.66,2.2,2020-21,0.584550067691182,0.415449932308818,11.726688149950482,4.428936974846893,11.408423828920196,6.2419895755579855
Wolves,Leeds,1,0,5,7,7,9,1.9,1.9,2020-21,0.5212535131391484,0.47874648686085164,7.410222319523683,13.621738138187034,7.141572845703264,11.516963237517974
Southampton,Chelsea,1,1,1,3,3,6,1.9,1.9,2020-21,0.5114303175622054,0.48856968243779464,7.3237375069127015,7.470762625096777,6.663448215430269,8.56239481452054
Burnley,West Brom,0,0,1,3,5,5,2.2,1.66,2020-21,0.42874952811565525,0.5712504718843447,11.562387131055916,3.3186105279155123,11.48284379049178,5.000682525687968
Liverpool,Everton,0,2,6,6,7,2,1.57,2.37,2020-21,0.6150587613490445,0.38494123865095553,4.006447155408883,17.835811744465488,3.8702649561792315,15.643133425685907
Fulham,Sheffield United,1,0,7,2,6,4,2.3,1.61,2020-21,0.41501610981903,0.5849838901809701,9.317924521282707,6.026119467560853,8.82940928021216,6.645300923140059
West Ham,Tottenham,2,1,4,4,5,7,1.9,1.9,2020-21,0.5046457573525045,0.4953542426474955,8.943843614550108,10.49695927612771,8.681525487634241,9.695773163223693
Aston Villa,Leicester,1,2,2,7,7,8,1.72,2.1,2020-21,0.5742236442396638,0.42577635576033623,13.906784662107796,10.38806750168711,13.554130013018197,11.722119540531786
Arsenal,Man City,0,1,1,3,1,3,1.72,2.1,2020-21,0.5704907285345105,0.42950927146548945,7.087074998797803,9.323827585700789,6.900566904915534,9.59235850422732
Man United,Newcastle,3,1,7,6,6,4,1.57,2.37,2020-21,0.6179267607689123,0.3820732392310877,6.538364195886278,14.967437789177056,6.373484881614409,13.171617350690076
Brighton,Crystal Palace,1,2,5,2,13,0,2.2,1.66,2020-21,0.43370540285950543,0.5662945971404946,5.022883013524614,14.754648688835154,5.356452706069209,12.603044019030248
Leeds,Southampton,3,0,7,5,2,4,1.66,2.2,2020-21,0.5896039034741299,0.41039609652587006,11.59954535944143,12.520969787853183,11.66783161583906,12.72459251559646
Man City,West Ham,2,1,3,3,4,2,1.53,2.5,2020-21,0.6322456367566612,0.36775436324333877,0.034748485069752984,17.725108503600126,0.0,14.239057490437746
West Brom,Brighton,1,0,2,6,7,4,2.1,1.72,2020-21,0.4586628977370955,0.5413371022629045,14.050545541728688,1.0024551213158839,13.064442856190848,3.633986556073973
Leeds,Aston Villa,0,1,3,4,7,5,1.57,2.37,2020-21,0.6374832839244471,0.3625167160755529,10.99171011623139,12.042529080324858,11.236766601729261,12.019803117772874
Newcastle,Wolves,1,1,7,4,3,5,2.37,1.57,2020-21,0.41637979473357745,0.5836202052664226,10.768704134394284,7.794430019230464,10.849266647165724,8.633568103790875
Crystal Palace,Fulham,0,0,0,4,1,3,2.3,1.61,2020-21,0.41041237031663963,0.5895876296833604,12.669267158862445,0.6244219311733286,12.870063391084463,2.524815753995214
Leicester,Arsenal,1,3,3,4,2,7,2.02,1.88,2020-21,0.4767326828402536,0.5232673171597464,8.443128879467396,9.901167045566448,8.240267774804263,9.993408519537933
Tottenham,Burnley,4,0,7,3,3,4,1.91,1.99,2020-21,0.4954880942018252,0.5045119057981748,7.8525591458951505,8.66725061282634,8.357812083583806,8.520126626709642
Chelsea,Man United,0,0,6,4,3,4,1.99,1.91,2020-21,0.49633039235410453,0.5036696076458955,3.717044339989776,15.832308285501789,3.196942044117718,14.30156122745032
Sheffield United,Liverpool,0,2,2,8,4,3,1.66,2.2,2020-21,0.591787309532821,0.408212690467179,12.412880587328342,5.276020487870642,12.0806684282949,7.286831260323969
Everton,Southampton,1,0,1,1,4,10,2.0,1.9,2020-21,0.473328444398409,0.5266715556015911,11.637986372474499,4.70488734394489,11.649369102883476,6.47068714906318
Man City,Wolves,4,1,10,1,10,2,1.72,2.1,2020-21,0.566740249982305,0.433259750017695,0.0,20.269324335427424,0.0,16.1263785158052
Burnley,Leicester,1,1,7,4,5,8,2.1,1.72,2020-21,0.45517278295155456,0.5448272170484454,11.862003492170086,4.649708019950694,11.759745190552065,6.236901360899066
Sheffield United,Aston Villa,1,0,2,4,2,7,2.1,1.72,2020-21,0.4695541889993944,0.5304458110006056,12.229067404389546,4.207308836555129,12.08331821417787,5.96775062921647
Crystal Palace,Man United,0,0,2,1,4,6,1.72,2.1,2020-21,0.5576676593903507,0.4423323406096493,11.328132874776381,0.4537233121503659,11.430728153299688,2.8956295818340188
Fulham,Tottenham,0,1,3,2,4,1,2.0,1.8,2020-21,0.4710524992764,0.5289475007236,6.941606033830899,5.456501753110838,6.678356150091589,6.0626887837666
West Brom,Everton,0,1,3,3,3,3,1.9,1.9,2020-21,0.4993003302856276,0.5006996697143724,13.077258865019132,0.7663761012230426,12.451272673190221,3.2862380012549126
Liverpool,Chelsea,0,1,1,5,5,2,1.8,2.0,2020-21,0.5460705711298431,0.45392942887015686,3.719819845741132,15.761730663621677,3.3460254186711107,14.257287931165203
Burnley,Arsenal,1,1,5,3,2,4,1.97,1.93,2020-21,0.483509364144824,0.516490635855176,10.960074064998853,4.374502683700279,10.942688676591711,6.411850991815772
Sheffield United,Southampton,0,2,2,5,7,3,2.3,1.61,2020-21,0.41038000442510086,0.5896199955748991,11.6833354420627,4.402551705447457,11.678138458982462,6.534639801550089
Aston Villa,Wolves,0,0,1,2,5,3,2.1,1.72,2020-21,0.47502193534975307,0.5249780646502469,10.44262670618749,8.79817750460037,10.276294788666718,10.104552367678647
Brighton,Leicester,1,2,2,4,6,6,2.2,1.66,2020-21,0.4479396352685634,0.5520603647314366,6.897584567347886,13.227635977178386,6.7201231436737,11.249351638005605
West Brom,Newcastle,0,0,3,5,9,7,2.2,1.66,2020-21,0.4321248619730484,0.5678751380269516,13.338725919468622,1.997925475858334,12.850283145337059,4.343208696135981
Liverpool,Fulham,0,1,3,3,9,4,1.72,2.1,2020-21,0.5535219770843559,0.4464780229156441,4.201537492587389,16.320517871658275,3.8984180283269536,14.554992281671453
Man City,Man United,0,2,6,6,6,2,1.72,2.1,2020-21,0.5695869100514553,0.43041308994854466,0.4668573506512039,20.69543837915924,0.31626009728528437,16.257258994783754
Tottenham,Crystal Palace,4,1,5,1,1,5,1.9,1.9,2020-21,0.4906525179114251,0.5093474820885748,8.08051151948268,6.970517248343827,8.660451113530925,6.742961856382595
Chelsea,Everton,2,0,9,1,7,3,1.98,1.92,2020-21,0.48268031371642917,0.5173196862835708,2.6496192963510503,16.758682806877736,2.737757200652437,14.553148903188355
West Ham,Leeds,2,0,5,2,6,6,1.66,2.2,2020-21,0.5911803476922736,0.40881965230772643,6.959226488870829,10.878623305267947,7.295483333296784,9.862127460975543
Man City,Southampton,5,2,10,6,5,5,1.53,2.5,2020-21,0.6291192784567375,0.37088072154326246,2.0038168446187927,21.72207319087822,1.8486979048947019,16.91416819811855
Newcastle,Aston Villa,1,1,3,6,2,2,2.3,1.61,2020-21,0.42795762577365437,0.5720423742263456,11.555975021726761,7.1006191924452935,11.332500965687608,7.871040999460142
Leeds,Chelsea,0,0,4,8,8,5,1.8,2.0,2020-21,0.5491049359657707,0.4508950640342293,11.105345743966202,11.7104612670781,11.116275906340814,12.714548554724999
Crystal Palace,West Brom,1,0,4,1,3,2,2.37,1.57,2020-21,0.3903072939203216,0.6096927060796784,9.498693286358849,1.1212943335465142,10.032418756724947,2.7602073046211006
Everton,Burnley,1,2,4,5,7,4,2.1,1.72,2020-21,0.45146054304738303,0.548539456952617,12.136048804621757,4.839749075761797,12.171793520050086,6.176249841184018
Fulham,Man City,0,3,0,7,4,2,1.8,2.0,2020-21,0.5387709710627179,0.4612290289372821,6.412563451321134,5.510006141949599,5.843525203539773,6.427962305451773
Southampton,Brighton,1,2,4,6,4,5,2.3,1.61,2020-21,0.4222982763017291,0.5777017236982709,8.113974761675344,8.96766107322564,7.579982386033816,9.373872589993791
Leicester,Sheffield United,5,0,10,0,9,1,1.9,1.9,2020-21,0.5080023233288526,0.49199767667114735,7.428500261233671,12.758901620696701,7.592912731263239,12.228044660915566
Arsenal,Tottenham,2,1,3,3,6,3,1.9,1.9,2020-21,0.4975951605034357,0.5024048394965643,6.367364704584857,9.301851734953578,6.162349116258978,9.325123358737875
Man United,West Ham,1,0,4,0,6,3,1.9,1.9,2020-21,0.511683624474404,0.48831637552559604,5.12847633940606,13.393051113842162,5.3407942354504545,12.393369882205036
Wolves,Liverpool,0,1,5,4,3,2,1.9,1.9,2020-21,0.5158914115357003,0.4841085884642997,7.512419353533396,9.93639346055926,7.195961155613158,9.577381783361208
Fulham,Leeds,1,2,6,4,13,7,2.0,1.8,2020-21,0.48054254349025405,0.519457456509746,6.74070184510255,8.55353914519915,6.316051967456035,8.60318279265158
Brighton,Newcastle,3,0,6,1,3,1,2.3,1.61,2020-21,0.4263247773204074,0.5736752226795926,5.676489114562879,13.15043253081198,5.665216409842601,11.001432024578651
West Ham,Arsenal,3,3,5,7,3,5,1.9,1.9,2020-21,0.5006719128679108,0.4993280871320892,7.803227075865243,9.393101058173094,8.116512603176341,8.94164996721548
Aston Villa,Tottenham,0,2,1,3,5,8,1.9,1.9,2020-21,0.501798715181103,0.49820128481889703,10.069333143305762,7.594915824115088,9.991293270866667,8.871022024307024
Chelsea,West Brom,2,5,8,7,10,3,1.72,2.1,2020-21,0.5594281204302567,0.4405718795697433,5.28770182949713,18.309486372783798,5.292650850862127,15.451325414174473
Leeds,Sheffield United,2,1,8,1,5,7,1.8,2.0,2020-21,0.5501784429698778,0.44982155703012217,13.37597225372223,12.32144687391639,13.118034066006432,12.935616099241276
Leicester,Man City,0,2,2,4,1,1,1.9,1.9,2020-21,0.521972977864736,0.47802702213526405,5.858146507199482,11.119651737230189,5.678553565390871,11.354356394189162
Arsenal,Liverpool,0,3,2,7,1,2,1.72,2.1,2020-21,0.5612047736396332,0.43879522636036683,6.17753306913152,9.003798536745972,5.9389584468697905,9.190159986248863
Southampton,Burnley,3,2,9,5,6,7,2.1,1.72,2020-21,0.4549418704698526,0.5450581295301473,9.203084575061116,10.504175784952485,8.83915018368566,10.312374825888618
Newcastle,Tottenham,2,2,6,5,7,3,1.9,1.9,2020-21,0.50010860413838,0.49989139586162,10.491003821070484,6.962449584704112,10.598503791024253,8.032703652351126
Aston Villa,Fulham,3,1,4,7,4,4,2.2,1.66,2020-21,0.4332218390353458,0.5667781609646543,10.449395045616651,7.413740607495367,10.358511936854775,8.912288399742305
Man United,Brighton,2,1,7,3,5,6,1.9,1.9,2020-21,0.5113523423106029,0.4886476576893971,5.3420763359800905,13.994546031891309,5.288586163505316,13.023631198169545
Everton,Crystal Palace,1,1,7,6,3,4,2.3,1.61,2020-21,0.4039904523027275,0.5960095476972724,12.718993328080147,5.18108769201076,12.884610849881986,6.635921210645634
Wolves,West Ham,2,3,5,6,4,2,2.5,1.53,2020-21,0.38537999332982315,0.6146200066701768,7.46055600978678,10.035495048654663,7.133355034469742,9.643211293193762
Fulham,Wolves,0,1,3,3,3,4,2.5,1.53,2020-21,0.3830195578862276,0.6169804421137723,6.64785692126962,8.58911953699429,6.137896483610632,8.465051957764882
Man City,Leeds,1,2,7,2,9,3,1.44,2.75,2020-21,0.6810898425892838,0.31891015741071616,0.4860984379691298,19.683404478776783,0.6663368478128584,15.351183466184624
Liverpool,Aston Villa,2,1,10,5,7,0,1.61,2.3,2020-21,0.5984878427586824,0.4015121572413176,3.0860444413698085,16.242451055339064,3.27542346008852,14.347197108690029
Crystal Palace,Chelsea,1,4,1,10,0,8,2.1,1.72,2020-21,0.4595104863103586,0.5404895136896414,11.371204691446485,0.7560858986497456,11.181046952540404,2.568014206098494
Burnley,Newcastle,1,2,4,5,13,3,2.5,1.53,2020-21,0.3887290912903872,0.6112709087096129,12.354292319604022,7.796356240919572,12.029487922300962,9.016167162052877
West Ham,Leicester,3,2,4,5,1,9,1.9,1.9,2020-21,0.5048451264163174,0.4951548735836826,8.841271528129813,8.468397714087539,9.074966397147646,8.391435225612339
Tottenham,Man United,1,3,3,7,7,5,1.9,1.9,2020-21,0.5080951500911712,0.49190484990882877,9.374822833244869,7.646042418083446,9.251408830577795,7.833216705393388
Sheffield United,Arsenal,0,3,2,5,2,4,2.0,1.8,2020-21,0.47462823843829127,0.5253717615617087,13.062540933494862,2.079282690423426,12.764609490073918,4.584674195103727
West Brom,Southampton,3,0,6,4,5,10,2.0,1.8,2020-21,0.48470231614960807,0.515297683850392,14.481801101397888,3.641949441584525,13.951606118292556,5.580725163454311
Brighton,Everton,0,0,3,1,10,3,2.2,1.66,2020-21,0.4418107453321168,0.5581892546678833,5.715501129880261,13.851023910853977,5.887246890909,11.40880879526247
Everton,Tottenham,2,2,7,3,6,3,1.9,1.9,2020-21,0.5056390785902316,0.4943609214097684,11.762692333447227,5.695419942412418,12.148286119239929,7.263886273848595
Newcastle,West Ham,3,2,8,6,3,8,1.9,1.9,2020-21,0.5096046422571204,0.49039535774287957,13.418547316844514,6.926784990257626,12.970091404112924,8.14025404956975
Wolves,Sheffield United,1,0,5,2,3,3,2.3,1.61,2020-21,0.4122203261994395,0.5877796738005605,6.748836357767221,9.685671389556394,6.858136410123878,8.702168164905945
Arsenal,Fulham,1,1,5,1,11,1,2.0,1.8,2020-21,0.47048460037539325,0.5295153996246067,4.832883532264641,10.529638606873629,4.568224501653665,10.484008153288832
Man United,Burnley,3,1,9,3,8,3,1.72,2.1,2020-21,0.5706940936858936,0.42930590631410637,5.8730762566735155,15.6796921464836,5.852171639263916,14.09961901195634
Leeds,Liverpool,1,1,5,7,10,8,1.53,2.5,2020-21,0.6453665063011771,0.3546334936988229,13.678839803844644,12.437684477252704,13.532079104608979,14.080208235977723
Chelsea,Brighton,0,0,4,2,0,3,2.2,1.66,2020-21,0.4541227678728967,0.5458772321271033,3.9594703111277134,17.38667784607218,3.7419639756192304,14.966653564656443
Tottenham,Southampton,2,1,3,5,5,5,1.72,2.1,2020-21,0.5672965937818172,0.4327034062181828,10.648598096044987,6.483691472549291,10.161726287589753,6.839516057517943
Aston Villa,Man City,1,2,3,3,1,11,1.66,2.2,2020-21,0.5877309060572303,0.41226909394276967,11.688725222745804,6.097209967008573,11.058668086685289,8.564494090696854
Leicester,West Brom,3,0,7,1,7,3,1.9,1.9,2020-21,0.5076797001491393,0.4923202998508607,4.906935548224095,13.392334848116915,5.134273891009238,12.362187737112173
Arsenal,Everton,0,1,3,1,7,3,2.0,1.8,2020-21,0.4766662460471693,0.5233337539528307,4.364954581780193,11.08955578048075,4.327642106493878,10.245226578858036
Liverpool,Newcastle,1,1,9,4,6,3,1.53,2.5,2020-21,0.6395295291823654,0.3604704708176346,5.019996728088912,17.30702195442492,4.9301060865538675,14.781399467609207
West Ham,Chelsea,0,1,2,6,4,2,2.0,1.8,2020-21,0.4919034679177921,0.508096532082208,8.661433226778172,8.566067173751252,8.438205578976438,8.971095099959394
Sheffield United,Brighton,1,0,3,4,2,12,2.37,1.57,2020-21,0.3985089212624036,0.6014910787375964,13.257483238931636,1.7236191775861411,12.903611636343788,4.638630265482287
Wolves,Burnley,0,4,2,7,8,5,2.3,1.61,2020-21,0.4230102556946885,0.5769897443053116,7.72623237937745,10.080434206484712,7.875247824364903,8.492238766222119
Leeds,Man United,0,0,3,4,2,6,1.57,2.37,2020-21,0.6360855523243512,0.36391444767564884,12.790392016362672,10.613634050696044,12.553042844271609,13.022363206814257
Aston Villa,West Brom,2,2,11,4,11,4,1.9,1.9,2020-21,0.5085550658296556,0.4914449341703444,11.575417498340657,9.163318731593714,11.208003167247423,10.77419826188917
Leicester,Crystal Palace,2,1,5,2,7,2,2.0,1.8,2020-21,0.4718311449430111,0.528168855056989,4.966906262235123,14.017500124542664,5.358488562204492,12.39052305641253
Southampton,Leicester,1,1,3,9,0,10,1.9,1.9,2020-21,0.51689748644652,0.48310251355348,12.025747590972136,9.181335132579214,11.135410396864229,9.514272487183419
Crystal Palace,Man City,0,2,4,3,2,6,1.72,2.1,2020-21,0.5539846423748622,0.4460153576251378,10.28039263151644,0.9855609934461484,9.893815792673735,3.562636350725374
Brighton,Leeds,2,0,5,2,2,9,1.9,1.9,2020-21,0.5192142732732602,0.4807857267267398,4.70888012580197,13.18683298824299,5.300461782115237,10.580390449355091
Chelsea,Fulham,2,0,5,3,1,8,2.0,1.8,2020-21,0.482870247709319,0.517129752290681,5.0291341636836755,15.168083540037172,4.829411284388813,12.966405131823569
Everton,Aston Villa,1,2,3,5,3,6,1.94,1.96,2020-21,0.5014189798065227,0.4985810201934773,11.454224499942113,4.813605952840446,11.989056981781884,6.175314343195026
Newcastle,Arsenal,0,2,1,5,3,7,1.72,2.1,2020-21,0.5620122918380231,0.43798770816197685,13.49018913415668,5.7986842229972275,13.181160490537742,7.745133155454548
Tottenham,Sheffield United,4,0,11,1,6,6,1.72,2.1,2020-21,0.553989816870798,0.44601018312920204,10.501572159819704,8.465914501403969,10.386473886205394,8.317140875291985
West Brom,Wolves,1,1,4,10,5,6,2.2,1.66,2020-21,0.4452530571520228,0.5547469428479772,18.164303817994195,3.485275181056133,16.84025704168286,5.743982333319604
